voltage_V,temperature_C,current_A,fault
954.3708,99.0661,13.8529,1
987.1528,39.9909,-19.0377,0
988.6719,44.0002,24.0876,0
1021.8655,61.3254,52.5188,0
971.8827,56.1488,79.6687,0
1013.4039,46.1992,49.6292,0
1183.6617,64.6503,34.5052,1
1007.6317,55.5455,44.8188,0
787.4852,51.2931,9.6832,1
1005.3167,57.5322,-21.4509,0
981.5007,128.0786,-36.2342,1
990.7115,46.4654,71.7024,0
1000.3517,86.5246,-24.0825,1
973.6426,45.2105,-66.9472,0
979.1014,120.2268,-48.3109,1
1005.7356,50.0839,19.5779,0
1180.1541,44.6651,-60.5516,1
993.5762,52.7927,-55.0372,0
1006.7141,46.9505,-27.9851,0
959.8160,33.2019,-72.6908,0
1046.9296,84.2570,-75.1600,1
1036.1012,32.5484,37.6417,0
1011.4831,56.8487,41.3184,0
988.9182,43.9189,36.8071,0
1070.8802,42.6332,-30.0660,0
944.7125,80.7773,12.5200,1
985.9120,39.8531,-10.9936,0
995.8405,104.1882,-62.9879,1
1005.7708,43.4169,-78.7808,0
1007.6292,60.7411,9.3743,0
930.2573,94.5907,-3.6645,1
969.2598,53.7310,76.8298,0
762.6847,51.9558,-31.5165,1
1070.4010,29.5514,-34.0280,0
995.4555,49.4601,4.8511,0
1039.1116,29.0504,31.7568,0
965.8550,119.6519,54.9145,1
982.9434,55.7349,-12.3366,0
750.5914,65.1725,46.8932,1
1204.6799,43.5942,-74.8975,1
1025.3063,42.3474,61.1690,0
957.6992,60.3183,-34.7536,0
987.2879,44.6830,-34.8295,0
991.9616,28.1801,47.6398,0
954.7733,41.7189,38.1852,0
953.0078,47.4967,-70.0414,0
985.2886,58.6418,53.1555,0
998.2827,43.8550,16.7670,0
1162.9773,53.7799,8.1087,1
1169.2275,64.7392,-56.8205,1
1023.0558,43.3576,8.9012,0
1032.5535,54.5081,65.5456,0
1001.4681,36.2500,40.8287,0
841.7692,44.9615,2.1788,1
991.6075,37.6246,26.7102,0
1008.1042,102.7097,-72.8786,1
1028.0243,45.9274,21.7107,0
990.0418,51.1365,47.3258,0
970.9541,52.5482,-67.7681,0
1007.2296,77.4042,43.7809,1
996.6432,61.8246,-51.2644,0
953.6786,49.3763,-14.2185,0
985.7640,28.8230,-48.7977,0
1033.0757,93.1215,25.9244,1
1004.9982,51.7732,-15.9084,0
1021.6926,116.5877,16.0233,1
972.7366,47.0251,-57.8255,0
831.3222,40.5001,-64.8250,1
983.3940,28.1632,-5.9323,0
1005.2723,104.3514,-54.7565,1
1015.5157,73.8845,-34.8359,1
963.6610,114.5182,-73.8026,1
1024.8826,111.5376,-76.8445,1
998.4454,45.2078,26.6357,0
997.8343,29.5613,-15.3078,0
775.6046,56.6287,-29.7955,1
949.1561,44.9973,43.2550,0
1001.4796,51.7812,36.3351,0
1035.1655,50.0646,-59.0523,0
1202.0758,63.9583,-58.0425,1
971.3575,42.3200,16.8151,0
993.1782,55.4816,-58.2904,0
982.7578,29.7218,30.5023,0
1024.0382,45.1028,-32.3562,0
984.2377,42.4267,12.1906,0
1154.7106,61.2613,65.0092,1
1006.4710,55.3699,57.1397,0
949.9640,46.6351,61.6035,0
962.1685,35.6389,-45.8173,0
1036.5466,28.1088,10.2225,0
979.9728,33.9823,39.5666,0
966.6490,58.6358,75.6178,0
1009.3104,34.1386,-70.8010,0
997.7697,45.3036,-17.1049,0
1038.9736,28.1679,58.1946,0
1004.1300,48.3303,76.4054,0
982.8217,38.8345,-10.8008,0
998.8268,57.8437,-24.1535,0
1013.2498,28.0982,-43.6970,0
1016.9579,83.1898,28.6788,1
1007.1216,58.8600,-72.5050,0
1065.3613,58.6636,2.4294,0
1007.0652,45.5008,49.1094,0
983.1825,37.5693,57.7361,0
779.0148,61.5840,25.5598,1
945.9710,34.3418,27.3620,0
1005.9789,32.4801,79.1737,0
987.5492,56.5858,-78.0636,0
953.7688,46.0741,-10.7735,0
973.1630,56.1975,-67.6248,0
964.4112,36.1611,57.3005,0
1175.7203,40.6834,-61.6450,1
1069.7728,126.6102,35.0010,1
982.4296,73.8471,10.9288,1
1004.9858,48.1550,-40.1225,0
1014.3051,40.2573,-18.5907,0
956.1602,44.1302,-1.3407,0
1092.3455,59.4354,-46.2069,0
1007.1847,33.8957,8.1741,0
940.2253,47.0668,-23.9924,0
1042.2551,61.3745,-55.4749,0
977.0729,47.5459,0.6546,0
1030.1693,56.0304,-3.0322,0
993.5643,48.1063,18.3343,0
991.3996,83.3882,65.8738,1
983.8422,48.7958,-43.0695,0
965.7113,43.9832,9.0295,0
820.6466,61.5875,12.0952,1
968.5032,50.0197,-26.5751,0
1035.1785,39.9729,26.5205,0
948.3289,30.6816,-50.0806,0
1009.3330,95.0729,-44.4150,1
1002.4062,50.0351,27.2293,0
839.8058,42.0506,-11.0938,1
1009.5263,86.4612,17.4491,1
964.2545,35.4544,-7.6597,0
932.0426,120.0141,-42.4953,1
1016.3007,110.0049,5.5379,1
966.9852,92.7071,-54.4399,1
1036.6733,33.6545,72.8329,0
966.5045,38.3978,16.4475,0
952.6730,91.8854,43.3612,1
996.0898,58.4006,28.7835,0
997.1147,47.5215,27.6771,0
939.4220,39.0220,51.6677,0
956.4404,112.0049,-48.7592,1
1027.8424,60.0701,-19.5527,0
991.7998,32.9611,-49.0380,0
838.2881,57.0380,-8.7019,1
984.8113,51.3457,8.8941,0
1037.3641,45.6624,-38.1909,0
995.8126,49.4985,73.1350,0
1038.6300,57.1006,-77.4580,0
1020.5540,118.4842,-62.7621,1
1050.0610,37.4384,-31.2173,0
1000.8527,33.0892,-17.3932,0
1007.1459,28.2064,44.3192,0
969.6808,37.9839,24.3571,0
987.3343,31.1291,2.3625,0
946.9355,31.3130,3.4931,0
770.7211,48.2906,-78.0957,1
779.0172,47.3499,-63.8547,1
1160.3303,47.5386,10.6710,1
1031.6722,38.3926,-42.2028,0
967.0264,61.2440,69.2721,0
995.5267,57.8782,60.1207,0
990.7072,38.8479,-59.0061,0
993.7932,31.9839,-47.2956,0
1010.6073,50.9312,-66.0309,0
1007.6442,40.6672,66.6632,0
1008.5756,41.9435,11.1774,0
981.5387,100.8883,-73.0006,1
996.2065,54.5854,63.7035,0
1015.5009,55.3845,62.4533,0
968.3176,60.3401,29.8399,0
793.2947,53.6744,-64.4998,1
782.2303,56.3470,-29.2810,1
779.1511,41.6066,-74.2448,1
990.6076,53.4170,-17.9673,0
970.0143,85.1016,-46.9306,1
969.5560,49.2997,-31.1264,0
1202.7625,51.6522,-73.3424,1
1219.6046,54.6669,53.7737,1
1037.4512,40.2000,25.6729,0
1002.5038,51.2489,-11.9974,0
1002.9273,45.8094,14.3439,0
966.8917,58.5837,-61.7011,0
973.0984,61.1083,39.3319,0
949.2021,34.6331,-4.3582,0
952.7620,78.7473,-42.9327,1
837.1760,54.0766,16.3492,1
1020.4543,127.8112,-67.5080,1
958.6372,57.8064,24.5821,0
997.0995,50.7155,35.7298,0
1187.6340,57.3759,-3.6751,1
966.8566,53.2929,26.8496,0
1000.6053,57.5446,70.6335,0
1012.7902,35.0030,0.4616,0
981.0192,39.6611,-59.0163,0
960.9053,30.8481,-71.0774,0
826.2213,47.2571,67.9538,1
1014.5795,29.0632,67.6508,0
755.3947,55.5313,22.9885,1
1023.1008,126.8003,-35.9254,1
798.0338,41.8792,43.7978,1
987.4516,40.3914,-1.8572,0
1033.2494,41.7952,18.5959,0
991.5450,50.6137,29.0882,0
998.8173,53.6512,13.2770,0
1016.0186,44.4387,-30.9178,0
987.3162,76.2592,69.5173,1
961.6130,49.9539,-33.3882,0
959.1031,59.7270,-60.9106,0
997.4691,58.3286,67.8911,0
997.2592,49.4543,37.9422,0
982.0436,41.8022,50.5864,0
758.0748,62.4215,-12.9440,1
838.8270,51.4627,-67.5313,1
1034.5293,54.6316,-55.9452,0
1031.3647,39.3406,-51.2739,0
1022.3781,51.5532,-3.5237,0
1004.5715,32.2254,58.1957,0
1211.0629,64.9987,8.5475,1
1012.6374,61.4950,50.7398,0
1015.9601,60.9932,-33.3880,0
856.2050,46.8235,-15.6230,1
1007.0578,49.0708,-14.3497,0
1133.4896,47.7343,0.1342,1
1169.4622,63.0988,-61.3342,1
1152.1941,56.5980,-31.1911,1
1241.0189,50.9024,-71.2370,1
1037.0540,53.7975,-49.5047,0
949.1502,59.5510,-9.8289,0
1002.3110,58.2035,-52.4909,0
1018.3849,90.8931,46.9806,1
1000.0456,101.7702,9.0008,1
1050.5020,60.4041,60.9397,0
991.2069,58.1214,-11.0795,0
990.9769,49.4126,14.7366,0
935.2723,33.5139,-70.5230,0
1017.8624,56.2613,-33.5292,0
1210.9601,40.2652,56.7903,1
984.1429,32.7749,64.0925,0
983.9094,53.2655,-50.6875,0
979.2499,77.3160,12.4756,1
979.5499,53.9244,4.2584,0
1016.0604,35.0215,-59.3189,0
861.9000,62.6061,70.1553,1
1018.4053,61.2826,8.8172,0
1022.5712,47.6437,73.3784,0
990.9680,78.7961,-51.3913,1
1235.6088,64.6646,-5.6727,1
786.8506,60.1738,-16.8716,1
1010.6317,42.0257,73.3087,0
1025.0646,54.9518,33.3675,0
977.6004,31.2363,-37.1556,0
990.6137,40.8236,1.2507,0
965.4712,34.8458,-46.1059,0
997.9879,38.6624,64.5567,0
977.5135,43.3346,-16.4167,0
768.4163,46.9606,-32.7409,1
764.6976,52.3753,26.7095,1
1004.6141,84.7156,32.8501,1
994.4752,47.0912,-50.0490,0
993.9296,126.2493,26.3845,1
999.7766,76.0889,35.3243,1
835.4533,45.3301,-78.2783,1
1021.8158,39.7616,13.5877,0
1052.2925,55.4784,76.9276,0
945.0691,56.2917,-2.1689,0
1013.6929,116.4709,32.0040,1
956.9164,50.3810,-35.4247,0
972.5499,52.4360,-21.2943,0
999.9713,51.0119,-52.7758,0
1214.5442,41.3859,45.2671,1
1010.5369,32.7246,-37.8969,0
1021.6161,35.0324,8.0934,0
1006.4962,43.0283,-27.2206,0
810.0530,40.6476,63.2271,1
996.6501,55.1772,-46.3365,0
986.2751,35.6858,-31.6538,0
988.5192,59.1638,61.0358,0
1020.0446,51.8853,45.2547,0
987.2831,60.0767,71.9547,0
1023.3046,46.8387,-39.3427,0
1243.1151,63.6487,-16.7239,1
1022.5814,55.5955,-52.6671,0
953.3185,30.6168,-51.5723,0
993.5663,58.2908,-23.4645,0
772.3677,40.9207,-65.3565,1
1049.1915,41.7213,52.2585,0
988.7278,104.8191,65.6994,1
783.2320,60.6101,-14.7333,1
963.7869,45.3382,-18.8158,0
971.4913,109.7361,31.3202,1
1040.3076,35.0771,-29.1558,0
966.7446,47.2618,-58.8756,0
968.5982,32.0867,0.3148,0
952.8337,79.9304,10.8048,1
1143.8506,42.7281,13.7515,1
1001.4037,99.5224,76.4367,1
1019.7759,83.3706,-43.6922,1
976.5100,42.3371,-78.6257,0
1037.9586,99.0558,-35.5037,1
967.9963,59.8941,-76.4346,0
976.5496,95.6291,-79.5119,1
1140.9022,58.3739,-75.2355,1
977.6243,44.7678,-62.3805,0
1223.8627,56.1487,9.5841,1
987.0996,46.7707,-26.1254,0
997.5398,44.8159,8.2019,0
1079.1790,129.8872,76.3219,1
992.8669,39.5924,-2.5543,0
1014.7145,43.7083,31.0509,0
1043.3141,36.2048,36.5773,0
996.7590,32.3061,33.5276,0
1025.1787,54.5029,72.1011,0
1021.9164,117.4687,59.0524,1
1001.2244,43.1882,-4.7734,0
864.0184,59.5940,17.2723,1
1038.9136,60.0792,-74.6357,0
1026.3036,28.5523,63.3604,0
1205.9501,44.9871,-17.2203,1
951.0745,51.0174,-4.5803,0
958.3776,43.9880,71.3601,0
963.4222,29.1868,25.9559,0
1009.9954,46.9108,-26.9138,0
820.2831,47.7374,29.6520,1
1038.8967,55.6192,39.8463,0
981.1187,41.6287,20.9947,0
964.1252,32.9986,9.4837,0
988.6217,47.1846,22.5127,0
1023.3809,33.0096,-77.1762,0
1055.1335,30.5656,2.2365,0
983.2109,30.0445,-35.6161,0
1040.3679,44.1766,-78.0804,0
1031.3016,30.4546,-28.4569,0
988.6236,48.6199,19.7949,0
1002.9059,38.9673,70.9301,0
966.2019,78.7699,-15.1715,1
978.9294,44.2760,21.3643,0
992.2842,47.2405,26.4973,0
996.4746,52.8419,-74.4759,0
1006.5697,34.6369,64.8101,0
1036.9850,51.4195,38.9155,0
1020.3013,57.5212,16.0998,0
1196.3226,48.6267,50.5209,1
977.5381,59.5196,-14.2315,0
987.8900,43.7085,64.8779,0
1025.6177,47.3813,-4.4214,0
926.0131,33.9444,-43.7925,0
1001.5610,31.4959,-64.9557,0
1008.0512,28.5691,-35.8076,0
957.6566,125.9853,-5.6241,1
1038.7632,41.7386,76.0197,0
932.8968,123.2832,-22.1951,1
1019.8919,47.4907,-64.6560,0
1002.4515,30.0580,46.7005,0
1033.4071,36.7571,-26.6748,0
977.4363,105.8691,57.3451,1
978.8710,31.4152,26.4375,0
1034.8538,29.6390,47.3377,0
972.7499,37.2206,59.5935,0
793.1243,49.6720,-26.9016,1
798.3929,55.1152,55.5203,1
1004.1168,50.3121,-40.6103,0
969.7465,38.4048,-58.9937,0
1011.2459,37.3581,48.0829,0
1001.9102,38.0690,70.7309,0
1022.9266,47.9159,-1.8286,0
1188.8398,62.0091,-38.8803,1
1012.7164,30.6625,19.2737,0
928.5701,108.7547,26.9154,1
1001.1293,31.6550,-65.9303,0
988.5255,107.1001,38.6673,1
967.3984,30.8900,71.0845,0
1005.6390,56.3246,75.5670,0
1244.3882,58.4610,17.2135,1
1020.3591,37.1742,-73.7198,0
812.1686,56.5575,2.4443,1
996.8948,106.0353,-60.4254,1
1023.3248,40.9778,-64.8922,0
1015.8975,56.0180,72.9644,0
999.2532,53.8104,-36.5369,0
968.6931,107.6138,7.8130,1
984.2157,61.6450,15.2932,0
1014.2751,89.1833,12.9008,1
1010.0379,56.9471,58.1190,0
983.4456,52.1507,-27.2943,0
1025.4141,48.2060,-67.6727,0
986.6252,58.3819,-75.4927,0
1040.9089,38.8450,-51.3219,0
973.7828,28.2611,-65.0016,0
935.0016,38.9689,76.4336,0
1038.3226,36.4490,-27.3221,0
1217.8195,42.2677,-60.4380,1
977.4915,33.8997,78.2997,0
999.9918,42.1318,-15.1113,0
968.8832,28.9130,30.5409,0
1003.2410,96.4449,12.2568,1
948.5280,41.4946,-14.1700,0
1043.2095,102.4916,-41.3755,1
1026.6660,39.8488,37.2426,0
1000.4675,52.8012,48.9023,0
1048.4291,31.8354,79.3303,0
984.0938,47.3834,10.7483,0
1022.8766,117.1334,72.0442,1
1007.1121,52.9253,-76.1664,0
991.2034,31.7596,-33.2250,0
992.9001,61.7343,-17.5750,0
1025.3401,45.7546,59.4300,0
976.7373,61.0403,40.7554,0
1146.3368,59.4128,19.4425,1
997.3826,33.5197,24.9957,0
946.6628,32.0919,42.2546,0
1034.8866,52.8634,38.5858,0
975.6755,45.7899,-41.2532,0
907.5947,41.6724,56.6322,0
831.1205,53.1418,-79.1028,1
1026.4077,43.7227,48.9587,0
1005.9875,48.0114,76.1525,0
1033.7955,50.4384,61.6200,0
984.2847,80.0352,35.6650,1
1001.6345,50.4984,69.0771,0
811.7263,42.0069,73.2121,1
1002.9716,36.7245,61.8308,0
971.1129,86.4483,-18.1121,1
1019.4833,34.6673,9.3152,0
977.9180,46.0706,-40.8066,0
1052.5679,48.1356,-60.5749,0
1029.5089,31.0388,25.8190,0
1021.0424,50.0741,-46.5380,0
985.0661,51.0802,42.2486,0
1022.3361,59.9821,59.7783,0
994.5974,47.3934,55.9856,0
1024.6194,56.7192,-61.9348,0
984.7876,36.9731,-55.6318,0
1013.4866,40.6748,65.9435,0
1201.1891,51.9586,62.1058,1
1008.0183,80.3599,29.2029,1
1151.0265,50.1508,67.1226,1
1234.1022,62.9015,14.2623,1
754.1824,60.3953,-5.7381,1
1149.7815,60.7013,73.0708,1
1039.3300,48.3078,-79.5785,0
1009.3873,57.8972,-10.1382,0
1023.2597,45.7889,30.5118,0
975.7502,28.5399,-32.4929,0
991.9574,50.3361,35.7539,0
1000.8981,49.7031,38.2661,0
1041.0034,42.2681,53.7379,0
1000.6288,32.5848,-43.1503,0
751.7060,45.2596,-51.0541,1
1022.2614,50.0748,39.4059,0
995.2169,40.0520,-7.5271,0
991.6684,59.9426,77.1997,0
1025.6614,54.4243,-25.9222,0
985.6951,61.7402,-71.9541,0
961.0917,43.9516,-11.6869,0
1022.2677,57.2529,79.5733,0
977.8969,54.7615,-52.4885,0
1028.5121,43.9431,61.3230,0
1015.0745,121.4144,-30.7745,1
995.7894,31.2654,1.5576,0
1030.9613,38.1096,56.4186,0
972.0334,28.7850,39.4454,0
1133.0155,42.8627,39.5273,1
842.3785,45.6754,51.5604,1
1000.8438,59.0415,-7.4697,0
950.3372,54.4272,-53.3978,0
980.4786,57.5966,-30.9003,0
1016.7045,95.3060,-15.7587,1
1008.2474,97.2973,42.1175,1
949.9489,91.5837,-56.2673,1
950.5364,55.6337,-69.0639,0
1009.1032,29.5095,2.9624,0
1007.8870,52.8395,24.3420,0
978.0168,91.6284,-4.8065,1
979.4401,55.6863,-78.4791,0
976.6203,36.7771,-53.7136,0
1026.0421,49.4105,28.6324,0
808.8613,54.2131,49.5030,1
1052.3801,58.4524,17.8135,0
995.1080,35.9202,33.2573,0
999.9530,42.8050,-70.8322,0
1009.1384,34.7584,-75.2471,0
935.9512,122.9328,-0.1337,1
988.3511,113.8874,15.5496,1
760.0297,51.1220,44.3016,1
868.9421,53.9863,-78.2022,1
1001.0291,83.3056,-71.5222,1
1143.8354,61.7513,-51.2721,1
1024.1726,72.4438,31.8779,1
957.5342,42.4073,71.7537,0
984.1786,72.8280,73.3788,1
1041.5485,29.2138,16.1750,0
1025.9974,33.2915,-69.8050,0
1046.8126,29.5281,-42.5660,0
993.2318,29.7196,-52.5303,0
986.6412,28.3840,-20.7118,0
1153.2161,42.4692,-43.4123,1
804.2005,40.0439,-7.5071,1
959.7411,56.6116,45.3223,0
1050.5790,128.4694,75.9433,1
970.0273,45.7802,-42.4645,0
835.8052,60.4085,-19.0916,1
999.7349,72.4719,-57.9781,1
965.7931,32.4509,14.4501,0
968.3182,72.8074,16.6944,1
967.8464,31.8310,2.3115,0
1059.7545,34.0913,-54.4305,0
1018.4501,58.3158,-51.7901,0
985.9805,53.8248,22.1659,0
952.9317,47.4402,65.4289,0
1181.5190,51.7146,46.2495,1
1044.5353,57.2636,-28.9817,0
992.2720,34.6816,66.0271,0
1199.9373,64.6463,-53.8853,1
993.6390,110.1853,-8.7455,1
1046.0022,55.3322,22.4177,0
1233.7339,52.8455,-42.6527,1
1004.6154,51.2902,-70.4527,0
1225.7555,47.1724,-46.2972,1
933.6726,31.4766,26.1381,0
1023.3032,45.0377,20.8837,0
1023.4730,51.4812,-19.9901,0
1015.0532,59.9581,75.5476,0
1065.2679,41.7822,-0.0004,0
990.2080,58.4882,-23.0199,0
990.0287,41.8410,58.9461,0
1000.0985,110.9505,-29.0293,1
963.2199,44.8302,78.6971,0
1191.6191,61.1351,-28.3155,1
1032.8615,48.1069,24.5183,0
1017.3815,43.4957,36.9403,0
999.1127,76.1191,-63.4310,1
955.5249,28.0128,75.8267,0
942.2603,33.2139,-14.6606,0
979.6097,50.9751,-44.8706,0
851.5371,40.2532,-8.7568,1
969.3804,53.3073,-13.3139,0
995.1326,41.5059,16.4936,0
925.7996,79.0782,-79.9858,1
990.7094,36.1110,0.2886,0
1015.5635,47.7781,-43.1968,0
997.7140,30.1238,-23.5945,0
955.5628,41.9102,-54.3629,0
1017.3412,88.8118,9.8515,1
1007.6863,54.2437,76.9320,0
1010.6810,50.5949,44.7353,0
998.1786,97.7121,-4.7949,1
978.8810,126.2839,-1.6305,1
984.6047,59.6093,34.3383,0
997.0519,49.5714,-24.8169,0
1015.0126,32.1034,-19.4481,0
957.6025,52.5766,-24.8586,0
989.5735,104.3261,-13.2491,1
1017.0214,37.5532,64.5112,0
1020.1395,50.8278,-50.0510,0
1029.6044,124.3451,-42.9151,1
787.6416,61.0669,-11.3417,1
959.4147,28.4563,37.3254,0
969.9178,59.1490,-10.0383,0
1000.7541,39.2826,3.9539,0
949.4856,38.1775,-72.1092,0
1191.0399,65.4918,-49.6300,1
1021.9496,52.5692,-64.7695,0
976.9398,54.1888,45.2025,0
959.6810,58.9141,-38.0645,0
999.8972,44.9182,-67.0426,0
1002.5295,125.6668,13.1540,1
956.9969,58.0629,-2.8970,0
1015.8624,44.6270,74.5726,0
970.5410,56.0213,12.1818,0
1007.3947,38.0722,-9.0357,0
1011.7873,93.1909,-36.5917,1
1027.1238,88.0575,71.6414,1
1026.4437,46.8680,36.4761,0
1011.4451,29.1508,-36.8823,0
989.1970,49.1001,73.8881,0
962.5073,124.7330,64.7895,1
1050.2900,51.9434,-73.8765,0
1032.3861,107.0497,-58.7437,1
988.1065,52.6814,-14.7733,0
1015.3098,51.4328,47.8925,0
1011.9551,42.9654,40.7265,0
1006.8123,61.8676,70.5402,0
992.7115,43.7530,4.4368,0
990.9376,32.5278,15.0162,0
966.5428,38.8643,78.5164,0
1023.5561,51.5416,67.2768,0
998.9471,51.0311,-68.5339,0
978.2167,36.6657,-43.6060,0
1010.8849,32.8632,-76.4647,0
977.4474,41.5828,35.2159,0
1131.9694,51.8191,28.2338,1
999.6491,32.1242,21.9289,0
1004.6786,38.3000,62.7805,0
966.9184,35.0510,0.4925,0
1018.0947,39.4792,-61.9016,0
1167.2791,44.8388,-55.9758,1
1017.0251,44.5520,-20.4962,0
968.0935,57.1733,10.4265,0
978.0254,36.7738,47.5615,0
997.4459,119.4508,49.8232,1
1229.3744,43.3628,21.0414,1
930.7458,41.4523,48.1238,0
1024.9224,38.6349,66.8871,0
1033.4786,30.9498,-49.9395,0
981.6368,31.4592,17.2050,0
1002.6094,59.0508,-69.9015,0
966.7607,37.3511,9.6726,0
1044.8192,38.3216,46.3747,0
1028.7079,51.2034,-18.7812,0
863.1077,55.1448,3.4391,1
1000.7971,61.8743,-48.9338,0
1134.3732,41.4816,-27.6433,1
1130.2477,52.7620,23.4449,1
981.9048,102.1539,70.5922,1
1003.0211,29.6781,-21.2987,0
1007.6581,51.2231,70.7769,0
770.7089,61.6839,-7.8549,1
1016.6558,33.1385,33.1597,0
1026.0680,113.1093,-50.7687,1
1054.3750,89.7342,-59.7941,1
1130.8190,62.5822,77.3032,1
976.5653,103.7211,26.7315,1
1028.4622,52.8666,23.1874,0
1064.7958,32.9340,-43.2332,0
986.5004,51.6025,38.3849,0
1083.7812,52.4634,-40.0232,0
1003.1246,105.8418,-31.9633,1
969.7807,55.5217,-44.4120,0
994.1807,55.3441,4.8851,0
971.4106,128.5310,-53.7993,1
1056.3805,36.7576,62.6416,0
961.2773,45.4995,-69.3143,0
959.1428,78.4472,37.4663,1
1009.6254,43.7049,-2.1682,0
1038.9766,38.9705,50.8412,0
971.6575,29.5226,-69.5975,0
1017.7659,61.2377,62.4220,0
993.8248,91.5951,62.1385,1
1024.7656,48.5936,-46.4823,0
1037.5258,44.2166,-52.7693,0
998.9131,88.9428,-40.2598,1
1043.3000,82.3207,31.5167,1
1013.2917,54.0221,31.6954,0
1020.5347,47.9190,11.2540,0
1016.1459,52.0570,26.3686,0
977.5753,44.5225,-32.0866,0
998.4153,29.4726,16.4058,0
750.5616,49.5116,-63.2367,1
1249.7773,60.8485,20.3781,1
1233.5740,57.4692,72.7870,1
787.6082,63.1363,-33.1687,1
995.1339,76.7129,-61.1659,1
1052.1111,85.6123,78.4117,1
981.6852,57.8804,63.7097,0
992.0134,56.2060,-16.2960,0
993.5861,33.4269,-11.6832,0
1236.8978,43.1326,-52.8618,1
1002.6731,43.2059,27.1138,0
989.2043,58.6016,66.3777,0
1056.0144,49.4018,-24.8161,0
980.7413,56.5033,62.8067,0
982.9966,58.4434,76.8279,0
1026.0857,124.0297,-21.2334,1
1160.6368,65.2755,-11.4496,1
994.2901,55.5997,-12.3015,0
